Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,"""Sub-Category""",Product_Name,Sales,Quantity,Discount,Profit,Total_cost,Profit_Margin
CA-2014-162684,01/08/2014,06/08/2014,Standard Class,AS-10630,Ann Steele,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",220.98,2,0.2,1.917,441.96,0.008674993
CA-2015-142041,07/06/2015,09/06/2015,Second Class,EM-13810,Eleni McCrary,Corporate,United States,Los Angeles,California,90036,West,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,220.96,5,0.2,2.632,1104.8,0.011911658
CA-2014-151295,12/11/2014,16/11/2014,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,220.776,2,0,5.8604,441.552,0.026544552
CA-2014-151295,12/11/2014,16/11/2014,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Los Angeles,California,90045,West,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,220.752,3,0.2,31.4532,662.256,0.142482061
CA-2016-156300,29/12/2016,02/01/2017,Standard Class,TB-21595,Troy Blackwell,Consumer,United States,Milwaukee,Wisconsin,53209,Central,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",220.704,5,0,60.356,1103.52,0.273470349
CA-2015-146087,06/07/2015,11/07/2015,Standard Class,PP-18955,Paul Prost,Home Office,United States,Holyoke,Massachusetts,1040,East,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,220.2656,2,0,60.392,440.5312,0.274178083
CA-2017-168655,12/10/2017,18/10/2017,Standard Class,ML-18040,Michelle Lonsdale,Corporate,United States,Albuquerque,New Mexico,87105,West,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,220.064,5,0,95.2,1100.32,0.432601425
CA-2017-168655,12/10/2017,18/10/2017,Standard Class,ML-18040,Michelle Lonsdale,Corporate,United States,Albuquerque,New Mexico,87105,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,219.9,3,0.2,29.952,659.7,0.136207367
CA-2016-107202,21/05/2016,28/05/2016,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Sparks,Nevada,89431,West,TEC-MA-10000112,Technology,Machines,Panasonic KX MB2061 Multifunction Printer,219.84,10,0.2,179.73,2198.4,0.817549127
CA-2017-159597,09/11/2017,14/11/2017,Standard Class,MC-17590,Matt Collister,Corporate,United States,Coachella,California,92236,West,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",219.84,2,0,3.178,439.68,0.014455968
CA-2017-159597,09/11/2017,14/11/2017,Standard Class,MC-17590,Matt Collister,Corporate,United States,Coachella,California,92236,West,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,219.84,1,0,43.9956,219.84,0.200125546
CA-2016-155551,18/04/2016,23/04/2016,Standard Class,CR-12580,Clay Rozendal,Home Office,United States,Elmhurst,Illinois,60126,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,219.8,3,0.2,-48.9549,659.4,-0.22272475
CA-2016-155551,18/04/2016,23/04/2016,Standard Class,CR-12580,Clay Rozendal,Home Office,United States,Elmhurst,Illinois,60126,Central,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",219.184,2,0.2,3.2616,438.368,0.014880648
US-2017-147669,25/12/2017,30/12/2017,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Fairfield,Ohio,45014,East,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,219.184,7,0.2,41.7186,1534.288,0.190335973
US-2017-147669,25/12/2017,30/12/2017,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Fairfield,Ohio,45014,East,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,219.168,1,0.7,-10.4184,219.168,-0.047536137
US-2017-147669,25/12/2017,30/12/2017,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Fairfield,Ohio,45014,East,FUR-TA-10002645,Furniture,Tables,Hon Rectangular Conference Tables,219.075,2,0.4,-104.673,438.15,-0.477795276
US-2017-147669,25/12/2017,30/12/2017,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Fairfield,Ohio,45014,East,OFF-FA-10002975,Office Supplies,Fasteners,Staples,218.75,13,0.2,12.7764,2843.75,0.0584064
CA-2016-169922,11/06/2016,17/06/2016,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Arlington,Texas,76017,Central,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,218.376,4,0.8,-2.1504,873.504,-0.009847236
CA-2016-169922,11/06/2016,17/06/2016,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Arlington,Texas,76017,Central,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,218.352,4,0.8,-13.6488,873.408,-0.062508244
CA-2016-169922,11/06/2016,17/06/2016,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Arlington,Texas,76017,Central,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",218.352,7,0.6,-9.0944,1528.464,-0.04165018
CA-2017-100748,13/05/2017,20/05/2017,Standard Class,RB-19795,Ross Baird,Home Office,United States,San Francisco,California,94110,West,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,218.352,8,0,27.4856,1746.816,0.125877482
CA-2017-129805,28/12/2017,02/01/2018,Standard Class,HM-14860,Harry Marie,Corporate,United States,Seattle,Washington,98103,West,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,218.352,2,0,3.034,436.704,0.013894995
CA-2014-148586,25/03/2014,01/04/2014,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,New York City,New York,10009,East,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",218.352,7,0.1,65.2064,1528.464,0.298629735
US-2017-112613,28/05/2017,01/06/2017,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Houston,Texas,77070,Central,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,217.85,4,0.2,4.0776,871.4,0.018717466
CA-2015-154746,14/11/2015,17/11/2015,First Class,PJ-18835,Patrick Jones,Corporate,United States,Springfield,Virginia,22153,South,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,217.764,2,0,16.98,435.528,0.077974321
CA-2015-154746,14/11/2015,17/11/2015,First Class,PJ-18835,Patrick Jones,Corporate,United States,Springfield,Virginia,22153,South,OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,217.584,3,0,322.1829,652.752,1.480728822
CA-2017-140053,03/07/2017,10/07/2017,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Farmington,New Mexico,87401,West,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",217.584,9,0,114.6285,1958.256,0.526824123
CA-2014-164210,18/11/2014,20/11/2014,Second Class,PW-19240,Pierre Wener,Consumer,United States,Louisville,Colorado,80027,West,FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables,217.584,2,0.5,-99.2664,435.168,-0.456221046
CA-2014-164210,18/11/2014,20/11/2014,Second Class,PW-19240,Pierre Wener,Consumer,United States,Louisville,Colorado,80027,West,OFF-PA-10002259,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",217.44,4,0.2,12.5328,869.76,0.057637969
CA-2017-139948,17/07/2017,22/07/2017,Standard Class,SW-20455,Shaun Weien,Consumer,United States,Tampa,Florida,33614,South,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",217.056,2,0.2,2.1736,434.112,0.010014006
CA-2016-146934,22/05/2016,27/05/2016,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey,7055,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,216.4,5,0,86.25,1082,0.398567468
CA-2016-146934,22/05/2016,27/05/2016,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey,7055,East,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,215.976,2,0.3,-19.9184,431.952,-0.092225062
CA-2016-146934,22/05/2016,27/05/2016,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey,7055,East,OFF-AP-10003217,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,215.976,4,0,172.3384,863.904,0.797951624
CA-2016-146934,22/05/2016,27/05/2016,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey,7055,East,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,215.976,5,0,30.432,1079.88,0.140904545
CA-2016-146934,22/05/2016,27/05/2016,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey,7055,East,OFF-EN-10002973,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,215.968,6,0,12.9024,1295.808,0.059742184
CA-2016-146934,22/05/2016,27/05/2016,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey,7055,East,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,215.65,2,0,74.8142,431.3,0.346924183
CA-2015-100573,25/09/2015,01/10/2015,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Los Angeles,California,90004,West,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",215.592,2,0,8.2156,431.184,0.038107165
CA-2016-119165,31/10/2016,06/11/2016,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,215.544,5,0.3,-14.081,1077.72,-0.065327729
CA-2015-128027,14/09/2015,17/09/2015,Second Class,CM-12385,Christopher Martinez,Consumer,United States,North Charleston,South Carolina,29406,South,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,215.148,3,0,5.3898,645.444,0.025051592
CA-2016-140207,05/11/2016,10/11/2016,Standard Class,CS-12400,Christopher Schild,Home Office,United States,San Jose,California,95123,West,OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,214.95,5,0.2,9.828,1074.75,0.045722261
CA-2017-140949,17/03/2017,22/03/2017,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10011,East,OFF-LA-10000081,Office Supplies,Labels,Avery 496,214.95,5,0,9,1074.75,0.041870202
CA-2017-140949,17/03/2017,22/03/2017,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10011,East,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,214.9,6,0,31.122,1289.4,0.144820847
CA-2017-140949,17/03/2017,22/03/2017,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10011,East,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",214.7,3,0.2,3.0861,644.1,0.01437401
CA-2017-140949,17/03/2017,22/03/2017,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10011,East,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,214.11,3,0,18.2592,642.33,0.085279529
CA-2017-140949,17/03/2017,22/03/2017,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10011,East,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,213.92,8,0,13.604,1711.36,0.063593867
CA-2017-140949,17/03/2017,22/03/2017,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10011,East,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",213.48,8,0,27.9344,1707.84,0.130852539
CA-2017-140949,17/03/2017,22/03/2017,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10011,East,OFF-LA-10004093,Office Supplies,Labels,Avery 486,213.43,1,0,3.4357,213.43,0.01609755
CA-2017-140949,17/03/2017,22/03/2017,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10011,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,213.216,6,0,22.458,1279.296,0.105329806
CA-2017-140949,17/03/2017,22/03/2017,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10011,East,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",213.136,3,0,12.0978,639.408,0.056760941
CA-2017-138548,15/08/2017,21/08/2017,Standard Class,JG-15160,James Galang,Consumer,United States,Plainfield,New Jersey,7060,East,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",213.115,2,0,25.4384,426.23,0.119364662
CA-2015-142419,11/07/2015,13/07/2015,Second Class,SC-20380,Shahid Collister,Consumer,United States,Seattle,Washington,98115,West,OFF-PA-10001763,Office Supplies,Paper,Xerox 1896,213.08,3,0,13.4865,639.24,0.063293129
CA-2015-142419,11/07/2015,13/07/2015,Second Class,SC-20380,Shahid Collister,Consumer,United States,Seattle,Washington,98115,West,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",212.94,3,0.2,34.4232,638.82,0.161656805
CA-2017-148691,03/12/2017,09/12/2017,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,New York City,New York,10009,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,212.94,5,0.2,29.372,1064.7,0.137935569
CA-2017-148691,03/12/2017,09/12/2017,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,New York City,New York,10009,East,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,212.94,2,0.2,5.1184,425.88,0.024036818
CA-2017-148691,03/12/2017,09/12/2017,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,New York City,New York,10009,East,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,212.94,1,0,36.9873,212.94,0.173698225
CA-2017-148691,03/12/2017,09/12/2017,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,New York City,New York,10009,East,OFF-LA-10001317,Office Supplies,Labels,Avery 520,212.88,1,0,1.512,212.88,0.007102593
CA-2017-128755,04/05/2017,08/05/2017,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Newport News,Virginia,23602,South,OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",212.8,1,0,4.0995,212.8,0.019264568
CA-2017-128755,04/05/2017,08/05/2017,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Newport News,Virginia,23602,South,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,212.64,4,0,165.7176,850.56,0.779334086
CA-2017-128755,04/05/2017,08/05/2017,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Newport News,Virginia,23602,South,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,212.64,5,0,15.552,1063.2,0.073137698
CA-2017-128755,04/05/2017,08/05/2017,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Newport News,Virginia,23602,South,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",212.13,1,0,4.5657,212.13,0.021523123
US-2016-135923,22/01/2016,28/01/2016,Standard Class,CM-11935,Carlos Meador,Consumer,United States,Fayetteville,North Carolina,28314,South,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,212.058,8,0.2,4.2816,1696.464,0.020190703
US-2016-135923,22/01/2016,28/01/2016,Standard Class,CM-11935,Carlos Meador,Consumer,United States,Fayetteville,North Carolina,28314,South,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",211.96,4,0.2,-67.6704,847.84,-0.319260238
US-2016-135923,22/01/2016,28/01/2016,Standard Class,CM-11935,Carlos Meador,Consumer,United States,Fayetteville,North Carolina,28314,South,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,211.96,4,0.2,6.4864,847.84,0.030602
CA-2016-114972,03/11/2016,06/11/2016,First Class,PF-19225,Phillip Flathmann,Consumer,United States,Los Angeles,California,90032,West,FUR-CH-10001190,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,211.96,2,0.2,-29.9178,423.92,-0.14114833
CA-2016-114972,03/11/2016,06/11/2016,First Class,PF-19225,Phillip Flathmann,Consumer,United States,Los Angeles,California,90032,West,TEC-AC-10000682,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,211.84,5,0,29.0325,1059.2,0.137049188
CA-2016-114972,03/11/2016,06/11/2016,First Class,PF-19225,Phillip Flathmann,Consumer,United States,Los Angeles,California,90032,West,OFF-LA-10004545,Office Supplies,Labels,Avery 50,211.372,7,0,41.2237,1479.604,0.195029143
CA-2016-114972,03/11/2016,06/11/2016,First Class,PF-19225,Phillip Flathmann,Consumer,United States,Los Angeles,California,90032,West,OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,211.248,4,0,429.5772,844.992,2.033520791
CA-2017-102750,04/09/2017,08/09/2017,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Los Angeles,California,90036,West,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,211.246,3,0.2,-99.1764,633.738,-0.469482972
CA-2014-145212,13/09/2014,19/09/2014,Standard Class,DC-12850,Dan Campbell,Consumer,United States,New York City,New York,10011,East,OFF-AR-10002833,Office Supplies,Art,Newell 322,211.168,3,0,1.4742,633.504,0.006981171
CA-2017-141992,19/06/2017,25/06/2017,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Dallas,Texas,75220,Central,OFF-SU-10002557,Office Supplies,Supplies,Fiskars Spring-Action Scissors,211.168,1,0.2,0.8388,211.168,0.003972193
CA-2017-141992,19/06/2017,25/06/2017,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Dallas,Texas,75220,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,211.168,2,0.2,-32.6366,422.336,-0.154552773
CA-2017-147956,24/12/2017,31/12/2017,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Seattle,Washington,98105,West,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,211.168,6,0,0,1267.008,0
CA-2017-126067,28/08/2017,03/09/2017,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Seattle,Washington,98105,West,TEC-PH-10000912,Technology,Phones,Anker 24W Portable Micro USB Car Charger,211.04,4,0.2,11.4296,844.16,0.054158453
CA-2017-126067,28/08/2017,03/09/2017,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Seattle,Washington,98105,West,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",210.98,5,0,250.305,1054.9,1.186392075
CA-2017-126067,28/08/2017,03/09/2017,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Seattle,Washington,98105,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,210.84,5,0.2,32.396,1054.2,0.153652058
CA-2017-126067,28/08/2017,03/09/2017,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Seattle,Washington,98105,West,OFF-AR-10003856,Office Supplies,Art,Newell 344,210.68,2,0,1.4456,421.36,0.006861591
CA-2015-104514,02/01/2015,04/01/2015,Second Class,CB-12535,Claudia Bergmann,Corporate,United States,Newark,Delaware,19711,East,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",210.68,2,0,22.2352,421.36,0.105540156
CA-2015-104514,02/01/2015,04/01/2015,Second Class,CB-12535,Claudia Bergmann,Corporate,United States,Newark,Delaware,19711,East,OFF-AR-10001473,Office Supplies,Art,Newell 313,210.58,3,0,2.6568,631.74,0.012616583
CA-2015-104514,02/01/2015,04/01/2015,Second Class,CB-12535,Claudia Bergmann,Corporate,United States,Newark,Delaware,19711,East,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,210.564,3,0,9.6192,631.692,0.045683023
CA-2015-141040,09/10/2015,13/10/2015,Second Class,TB-21250,Tim Brockman,Consumer,United States,New York City,New York,10024,East,TEC-PH-10001835,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,210.392,4,0,303.3408,841.568,1.441788661
CA-2015-141040,09/10/2015,13/10/2015,Second Class,TB-21250,Tim Brockman,Consumer,United States,New York City,New York,10024,East,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,210.008,4,0,10.764,840.032,0.05125519
CA-2014-113579,13/12/2014,15/12/2014,Second Class,KD-16345,Katherine Ducich,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads,209.986,6,0,41.5104,1259.916,0.19768175
CA-2014-144624,19/11/2014,23/11/2014,Standard Class,JM-15865,John Murray,Consumer,United States,Jamestown,New York,14701,East,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,209.979,7,0,1228.1787,1469.853,5.849054905
CA-2016-146206,10/09/2016,14/09/2016,Second Class,KT-16480,Kean Thornton,Consumer,United States,Houston,Texas,77095,Central,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,209.97,5,0.3,-34.392,1049.85,-0.163794828
CA-2016-146206,10/09/2016,14/09/2016,Second Class,KT-16480,Kean Thornton,Consumer,United States,Houston,Texas,77095,Central,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,209.97,5,0.2,53.997,1049.85,0.257165309
CA-2014-136644,16/06/2014,22/06/2014,Standard Class,SC-20575,Sonia Cooley,Consumer,United States,Mishawaka,Indiana,46544,Central,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",209.97,8,0,32.392,1679.76,0.154269658
CA-2015-122371,26/09/2015,01/10/2015,Standard Class,BS-11800,Bryan Spruell,Home Office,United States,San Diego,California,92037,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",209.97,3,0,18.6093,629.91,0.088628375
CA-2015-122371,26/09/2015,01/10/2015,Standard Class,BS-11800,Bryan Spruell,Home Office,United States,San Diego,California,92037,West,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,209.94,2,0,58.4962,419.88,0.278632943
CA-2016-126935,19/05/2016,24/05/2016,Standard Class,BT-11395,Bill Tyler,Corporate,United States,San Francisco,California,94109,West,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,209.94,1,0.2,3.3544,209.94,0.015977898
US-2017-133781,22/06/2017,23/06/2017,First Class,DC-12850,Dan Campbell,Consumer,United States,Miami,Florida,33178,South,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",209.93,3,0.2,12.6927,629.79,0.060461582
CA-2017-131618,17/06/2017,20/06/2017,First Class,LS-17200,Luke Schmidt,Corporate,United States,Skokie,Illinois,60076,Central,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",209.88,2,0.2,4.4312,419.76,0.021113017
CA-2017-131618,17/06/2017,20/06/2017,First Class,LS-17200,Luke Schmidt,Corporate,United States,Skokie,Illinois,60076,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,209.88,4,0.8,-3.5712,839.52,-0.017015437
CA-2017-131618,17/06/2017,20/06/2017,First Class,LS-17200,Luke Schmidt,Corporate,United States,Skokie,Illinois,60076,Central,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,209.792,4,0.8,-16.38,839.168,-0.078077334
CA-2016-149482,14/11/2016,19/11/2016,Standard Class,RR-19315,Ralph Ritter,Consumer,United States,San Francisco,California,94110,West,OFF-LA-10000248,Office Supplies,Labels,Avery 52,209.7,2,0,3.4686,419.4,0.016540773
CA-2014-143917,25/07/2014,27/07/2014,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",209.7,4,0,15.0416,838.8,0.071729137
CA-2014-143917,25/07/2014,27/07/2014,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,San Francisco,California,94122,West,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,209.7,5,0,327.506,1048.5,1.5617835
CA-2014-143917,25/07/2014,27/07/2014,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,209.67,8,0,34.2848,1677.36,0.163517909
CA-2015-120397,02/07/2015,02/07/2015,Same Day,RB-19435,Richard Bierner,Consumer,United States,Houston,Texas,77070,Central,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,209.6,4,0.8,-85.2384,838.4,-0.406671756
CA-2017-163902,02/03/2017,08/03/2017,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Los Angeles,California,90045,West,TEC-PH-10000675,Technology,Phones,Panasonic KX TS3282B Corded phone,209.6,3,0.2,14.7582,628.8,0.07041126
CA-2017-163902,02/03/2017,08/03/2017,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Los Angeles,California,90045,West,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,209.568,6,0,52.7934,1257.408,0.251915369
CA-2016-136812,18/11/2016,23/11/2016,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",209.5,4,0,55.896,838,0.266806683
CA-2015-102722,18/04/2015,19/04/2015,First Class,KW-16570,Kelly Williams,Consumer,United States,Monroe,Louisiana,71203,South,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,209.3,6,0,41.535,1255.8,0.198447205
CA-2017-155089,02/12/2017,06/12/2017,Standard Class,DB-12910,Daniel Byrd,Home Office,United States,Tampa,Florida,33614,South,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",209.148,5,0.7,-33.484,1045.74,-0.160097156
CA-2016-124506,11/11/2016,17/11/2016,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Chicago,Illinois,60623,Central,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,208.56,4,0.2,1.1996,834.24,0.005751822
CA-2016-124506,11/11/2016,17/11/2016,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Chicago,Illinois,60623,Central,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,208.44,2,0.3,-2.0568,416.88,-0.009867588
